3_min_period,centroids,count,distances_below_threshold
1735760520,"[(232.5, 202.5), (28.0, 229.0), (107.5, 120.5), (164.5, 154.5), (146.0, 143.0), (133.0, 131.0), (91.0, 213.0), (103.0, 139.0), (115.0, 131.0), (118.5, 123.0), (54.0, 165.0), (45.0, 195.0), (80.0, 127.0), (74.5, 141.5), (232.0, 203.0), (165.0, 154.5), (28.5, 229.0), (146.5, 143.0), (91.0, 213.0), (107.5, 121.0), (133.0, 131.0), (80.0, 126.5), (94.0, 125.0), (45.0, 197.5), (74.5, 141.5), (112.0, 127.0)]",26,"[((232.5, 202.5), (232.0, 203.0), 0.7071067811865476), ((28.0, 229.0), (28.5, 229.0), 0.5), ((107.5, 120.5), (107.5, 121.0), 0.5), ((164.5, 154.5), (165.0, 154.5), 0.5), ((146.0, 143.0), (146.5, 143.0), 0.5), ((133.0, 131.0), (133.0, 131.0), 0.0), ((91.0, 213.0), (91.0, 213.0), 0.0), ((45.0, 195.0), (45.0, 197.5), 2.5), ((80.0, 127.0), (80.0, 126.5), 0.5), ((74.5, 141.5), (74.5, 141.5), 0.0)]"
1735409700,"[(263.0, 218.5), (208.0, 186.0), (89.0, 160.5), (137.0, 171.5), (33.0, 224.0), (120.5, 136.0), (164.5, 155.0), (145.5, 141.5), (82.0, 120.0), (67.0, 154.5), (59.5, 183.5), (94.5, 125.0), (121.0, 125.0), (78.0, 136.0), (262.5, 218.5), (128.5, 218.0), (208.0, 185.5), (33.0, 224.0), (146.0, 142.0), (64.0, 167.5), (164.5, 155.5), (82.0, 119.5), (126.5, 127.0), (78.0, 136.0), (113.5, 126.5)]",25,"[((263.0, 218.5), (262.5, 218.5), 0.5), ((208.0, 186.0), (208.0, 185.5), 0.5), ((33.0, 224.0), (33.0, 224.0), 0.0), ((164.5, 155.0), (164.5, 155.5), 0.5), ((145.5, 141.5), (146.0, 142.0), 0.7071067811865476), ((82.0, 120.0), (82.0, 119.5), 0.5), ((78.0, 136.0), (78.0, 136.0), 0.0)]"
1735412400,"[(262.5, 219.0), (208.0, 186.0), (131.5, 154.5), (119.5, 139.0), (90.5, 121.0), (67.0, 154.5), (165.0, 154.5), (81.5, 119.5), (95.0, 135.0), (77.5, 136.0), (59.0, 183.0), (136.0, 137.0), (124.0, 124.5), (263.0, 218.5), (208.0, 186.0), (152.5, 146.5), (67.0, 155.5), (82.0, 119.5), (59.5, 183.5), (78.5, 135.5), (174.5, 159.5), (118.5, 125.0), (90.5, 114.0), (42.5, 219.5)]",24,"[((262.5, 219.0), (263.0, 218.5), 0.7071067811865476), ((208.0, 186.0), (208.0, 186.0), 0.0), ((67.0, 154.5), (67.0, 155.5), 1.0), ((81.5, 119.5), (82.0, 119.5), 0.5), ((77.5, 136.0), (78.5, 135.5), 1.118033988749895), ((59.0, 183.0), (59.5, 183.5), 0.7071067811865476)]"
1735414920,"[(197.5, 185.5), (263.5, 219.0), (102.0, 162.0), (111.5, 204.0), (67.0, 156.0), (31.5, 232.5), (81.0, 120.5), (93.0, 130.5), (151.5, 146.0), (59.0, 182.0), (128.0, 132.0), (173.5, 159.5), (77.0, 139.5), (111.0, 131.5), (262.5, 219.0), (150.0, 145.0), (183.5, 166.5), (67.0, 155.5), (31.0, 232.5), (81.5, 120.0), (119.0, 125.0), (59.0, 183.0), (78.0, 136.0)]",23,"[((263.5, 219.0), (262.5, 219.0), 1.0), ((67.0, 156.0), (67.0, 155.5), 0.5), ((31.5, 232.5), (31.0, 232.5), 0.5), ((81.0, 120.5), (81.5, 120.0), 0.7071067811865476), ((151.5, 146.0), (150.0, 145.0), 1.8027756377319946), ((59.0, 182.0), (59.0, 183.0), 1.0)]"
1735414200,"[(263.0, 219.0), (208.0, 185.5), (168.5, 221.0), (108.5, 186.5), (102.5, 157.5), (32.0, 233.0), (81.0, 120.5), (59.5, 183.5), (157.0, 148.0), (67.0, 156.0), (77.5, 136.5), (120.0, 130.0), (109.0, 143.5), (263.0, 218.5), (208.0, 185.5), (81.5, 121.0), (31.5, 232.5), (67.0, 155.0), (59.5, 182.5), (173.5, 159.0), (119.0, 125.0), (77.5, 135.5), (153.0, 147.0)]",23,"[((263.0, 219.0), (263.0, 218.5), 0.5), ((208.0, 185.5), (208.0, 185.5), 0.0), ((32.0, 233.0), (31.5, 232.5), 0.7071067811865476), ((81.0, 120.5), (81.5, 121.0), 0.7071067811865476), ((59.5, 183.5), (59.5, 182.5), 1.0), ((67.0, 156.0), (67.0, 155.0), 1.0), ((77.5, 136.5), (77.5, 135.5), 1.0)]"
1735433280,"[(264.5, 218.5), (136.5, 168.0), (181.5, 165.5), (59.0, 187.0), (79.5, 126.0), (33.0, 233.0), (123.5, 148.0), (208.5, 187.5), (67.5, 155.5), (74.5, 134.0), (132.5, 190.5), (145.5, 141.0), (135.0, 198.5), (264.0, 218.5), (90.5, 209.0), (44.0, 218.0), (181.0, 165.5), (77.0, 138.0), (57.5, 181.5), (80.5, 123.0), (112.5, 134.0), (125.5, 156.0)]",22,"[((264.5, 218.5), (264.0, 218.5), 0.5), ((181.5, 165.5), (181.0, 165.5), 0.5)]"
1735410420,"[(263.0, 219.0), (208.0, 186.0), (34.0, 224.0), (164.5, 155.0), (82.0, 119.5), (67.0, 155.0), (59.0, 186.5), (94.5, 119.5), (119.0, 125.0), (77.5, 136.0), (144.5, 140.0), (263.0, 219.0), (208.0, 186.0), (33.5, 224.0), (146.0, 142.0), (163.5, 154.5), (93.5, 120.0), (82.0, 119.5), (67.0, 154.5), (58.5, 185.0), (119.0, 125.0), (77.5, 137.0)]",22,"[((263.0, 219.0), (263.0, 219.0), 0.0), ((208.0, 186.0), (208.0, 186.0), 0.0), ((34.0, 224.0), (33.5, 224.0), 0.5), ((164.5, 155.0), (163.5, 154.5), 1.118033988749895), ((82.0, 119.5), (82.0, 119.5), 0.0), ((67.0, 155.0), (67.0, 154.5), 0.5), ((59.0, 186.5), (58.5, 185.0), 1.5811388300841898), ((94.5, 119.5), (93.5, 120.0), 1.118033988749895), ((119.0, 125.0), (119.0, 125.0), 0.0), ((77.5, 136.0), (77.5, 137.0), 1.0), ((144.5, 140.0), (146.0, 142.0), 2.5)]"
1735410600,"[(263.5, 219.0), (208.0, 186.5), (115.5, 217.5), (33.0, 224.0), (164.5, 154.5), (67.0, 155.0), (146.0, 142.0), (82.0, 119.5), (58.5, 183.5), (77.5, 136.0), (124.0, 124.5), (263.0, 218.5), (208.0, 185.5), (33.0, 224.0), (163.5, 154.5), (145.5, 142.0), (67.0, 155.0), (88.0, 129.0), (82.5, 119.0), (57.5, 184.5), (123.5, 125.5), (75.5, 139.5)]",22,"[((263.5, 219.0), (263.0, 218.5), 0.7071067811865476), ((208.0, 186.5), (208.0, 185.5), 1.0), ((33.0, 224.0), (33.0, 224.0), 0.0), ((164.5, 154.5), (163.5, 154.5), 1.0), ((67.0, 155.0), (67.0, 155.0), 0.0), ((146.0, 142.0), (145.5, 142.0), 0.5), ((82.0, 119.5), (82.5, 119.0), 0.7071067811865476), ((58.5, 183.5), (57.5, 184.5), 1.4142135623730951), ((124.0, 124.5), (123.5, 125.5), 1.118033988749895)]"
1735410960,"[(208.0, 185.5), (262.5, 218.0), (33.5, 224.0), (146.0, 142.0), (164.5, 155.0), (67.5, 155.0), (57.0, 186.5), (77.5, 136.0), (82.0, 119.0), (139.5, 160.5), (263.5, 219.0), (208.0, 185.5), (34.0, 223.5), (146.0, 142.0), (164.0, 154.5), (116.5, 138.0), (67.0, 155.5), (59.0, 183.5), (82.0, 119.5), (77.5, 138.0), (94.0, 122.5), (94.5, 132.0)]",22,"[((208.0, 185.5), (208.0, 185.5), 0.0), ((262.5, 218.0), (263.5, 219.0), 1.4142135623730951), ((33.5, 224.0), (34.0, 223.5), 0.7071067811865476), ((146.0, 142.0), (146.0, 142.0), 0.0), ((164.5, 155.0), (164.0, 154.5), 0.7071067811865476), ((67.5, 155.0), (67.0, 155.5), 0.7071067811865476), ((77.5, 136.0), (77.5, 138.0), 2.0), ((82.0, 119.0), (82.0, 119.5), 0.5)]"
1735408980,"[(263.5, 218.5), (208.0, 185.5), (33.0, 224.0), (146.0, 142.0), (164.0, 155.0), (95.5, 125.0), (81.5, 119.5), (112.0, 133.5), (121.0, 125.0), (65.5, 153.0), (56.5, 179.5), (263.5, 218.0), (208.0, 185.0), (33.5, 224.0), (146.0, 142.0), (164.0, 155.0), (94.5, 123.0), (82.0, 119.5), (106.5, 121.5), (123.5, 125.0), (65.5, 155.5), (56.0, 180.0)]",22,"[((263.5, 218.5), (263.5, 218.0), 0.5), ((208.0, 185.5), (208.0, 185.0), 0.5), ((33.0, 224.0), (33.5, 224.0), 0.5), ((146.0, 142.0), (146.0, 142.0), 0.0), ((164.0, 155.0), (164.0, 155.0), 0.0), ((95.5, 125.0), (94.5, 123.0), 2.23606797749979), ((81.5, 119.5), (82.0, 119.5), 0.5), ((121.0, 125.0), (123.5, 125.0), 2.5), ((65.5, 153.0), (65.5, 155.5), 2.5), ((56.5, 179.5), (56.0, 180.0), 0.7071067811865476)]"
1735751880,"[(259.5, 216.0), (44.0, 208.0), (204.0, 180.5), (59.5, 169.5), (164.5, 153.5), (118.0, 121.5), (133.0, 131.5), (146.5, 142.5), (75.5, 140.0), (84.5, 118.5), (81.0, 125.0), (259.5, 215.5), (43.5, 208.0), (204.0, 181.0), (165.0, 154.5), (60.5, 169.0), (117.5, 122.0), (79.5, 127.5), (132.5, 131.0), (84.5, 118.5), (146.0, 142.5), (75.0, 139.5)]",22,"[((259.5, 216.0), (259.5, 215.5), 0.5), ((44.0, 208.0), (43.5, 208.0), 0.5), ((204.0, 180.5), (204.0, 181.0), 0.5), ((59.5, 169.5), (60.5, 169.0), 1.118033988749895), ((164.5, 153.5), (165.0, 154.5), 1.118033988749895), ((118.0, 121.5), (117.5, 122.0), 0.7071067811865476), ((133.0, 131.5), (132.5, 131.0), 0.7071067811865476), ((146.5, 142.5), (146.0, 142.5), 0.5), ((75.5, 140.0), (75.0, 139.5), 0.7071067811865476), ((84.5, 118.5), (84.5, 118.5), 0.0), ((81.0, 125.0), (79.5, 127.5), 2.9154759474226504)]"
1735748280,"[(260.0, 216.0), (43.5, 208.0), (203.5, 181.0), (59.5, 169.0), (165.0, 154.0), (146.0, 142.5), (75.5, 140.5), (132.5, 130.5), (84.5, 117.5), (82.0, 127.5), (259.5, 216.0), (43.5, 208.0), (204.0, 181.0), (59.0, 169.5), (164.5, 154.5), (146.0, 142.5), (132.5, 131.5), (75.5, 141.0), (95.0, 134.5), (82.0, 127.5), (114.5, 120.0), (84.0, 118.0)]",22,"[((260.0, 216.0), (259.5, 216.0), 0.5), ((43.5, 208.0), (43.5, 208.0), 0.0), ((203.5, 181.0), (204.0, 181.0), 0.5), ((59.5, 169.0), (59.0, 169.5), 0.7071067811865476), ((165.0, 154.0), (164.5, 154.5), 0.7071067811865476), ((146.0, 142.5), (146.0, 142.5), 0.0), ((75.5, 140.5), (75.5, 141.0), 0.5), ((132.5, 130.5), (132.5, 131.5), 1.0), ((84.5, 117.5), (84.0, 118.0), 0.7071067811865476), ((82.0, 127.5), (82.0, 127.5), 0.0)]"
1735753320,"[(259.5, 216.0), (44.0, 207.0), (204.0, 181.0), (89.5, 144.0), (60.0, 169.5), (164.5, 154.5), (133.0, 131.0), (118.0, 121.5), (76.0, 139.5), (80.0, 127.5), (84.0, 118.0), (146.0, 142.5), (259.5, 216.0), (44.0, 208.0), (203.5, 181.0), (59.5, 169.5), (89.5, 144.0), (164.5, 154.5), (117.0, 121.5), (132.5, 131.0), (76.0, 140.0), (81.5, 128.0)]",22,"[((259.5, 216.0), (259.5, 216.0), 0.0), ((44.0, 207.0), (44.0, 208.0), 1.0), ((204.0, 181.0), (203.5, 181.0), 0.5), ((89.5, 144.0), (89.5, 144.0), 0.0), ((60.0, 169.5), (59.5, 169.5), 0.5), ((164.5, 154.5), (164.5, 154.5), 0.0), ((133.0, 131.0), (132.5, 131.0), 0.5), ((118.0, 121.5), (117.0, 121.5), 1.0), ((76.0, 139.5), (76.0, 140.0), 0.5), ((80.0, 127.5), (81.5, 128.0), 1.5811388300841898)]"
1735412760,"[(262.5, 218.5), (208.0, 185.5), (125.0, 152.0), (67.0, 155.0), (164.0, 154.5), (31.0, 232.5), (59.0, 183.0), (82.0, 120.0), (146.0, 141.5), (114.5, 125.5), (78.0, 137.0), (263.0, 219.0), (208.0, 186.0), (163.0, 155.0), (31.5, 232.5), (67.0, 155.0), (127.0, 127.0), (145.0, 142.0), (58.5, 183.0), (82.0, 119.0), (74.5, 126.5), (91.0, 114.5)]",22,"[((262.5, 218.5), (263.0, 219.0), 0.7071067811865476), ((208.0, 185.5), (208.0, 186.0), 0.5), ((67.0, 155.0), (67.0, 155.0), 0.0), ((164.0, 154.5), (163.0, 155.0), 1.118033988749895), ((31.0, 232.5), (31.5, 232.5), 0.5), ((59.0, 183.0), (58.5, 183.0), 0.5), ((82.0, 120.0), (82.0, 119.0), 1.0), ((146.0, 141.5), (145.0, 142.0), 1.118033988749895)]"
1735537860,"[(304.0, 229.0), (214.5, 188.0), (180.5, 166.5), (63.0, 166.5), (50.5, 191.5), (27.0, 229.5), (150.5, 145.0), (65.5, 147.5), (90.5, 132.0), (135.0, 135.5), (107.5, 129.0), (76.0, 134.0), (215.0, 189.0), (304.0, 229.0), (63.5, 166.0), (181.0, 166.0), (52.5, 191.5), (150.5, 146.0), (23.5, 228.0), (120.5, 125.5), (135.0, 135.5), (76.0, 139.5)]",22,"[((304.0, 229.0), (304.0, 229.0), 0.0), ((214.5, 188.0), (215.0, 189.0), 1.118033988749895), ((180.5, 166.5), (181.0, 166.0), 0.7071067811865476), ((63.0, 166.5), (63.5, 166.0), 0.7071067811865476), ((50.5, 191.5), (52.5, 191.5), 2.0), ((150.5, 145.0), (150.5, 146.0), 1.0), ((135.0, 135.5), (135.0, 135.5), 0.0)]"
1735413300,"[(263.0, 218.5), (208.0, 185.0), (132.5, 168.0), (31.5, 233.0), (164.5, 155.0), (67.0, 156.0), (92.5, 127.5), (135.5, 137.0), (60.5, 183.5), (77.5, 136.0), (116.5, 131.0), (81.0, 120.5), (146.5, 212.5), (96.5, 182.0), (263.0, 218.5), (208.0, 186.0), (164.5, 155.0), (31.0, 232.5), (66.5, 156.0), (115.5, 125.5), (78.5, 135.5), (59.5, 184.0)]",22,"[((263.0, 218.5), (263.0, 218.5), 0.0), ((208.0, 185.0), (208.0, 186.0), 1.0), ((31.5, 233.0), (31.0, 232.5), 0.7071067811865476), ((164.5, 155.0), (164.5, 155.0), 0.0), ((67.0, 156.0), (66.5, 156.0), 0.5), ((60.5, 183.5), (59.5, 184.0), 1.118033988749895), ((77.5, 136.0), (78.5, 135.5), 1.118033988749895)]"
1735413660,"[(139.0, 177.5), (96.0, 183.0), (263.0, 218.5), (208.0, 185.0), (31.5, 232.5), (165.0, 155.0), (94.0, 124.0), (81.0, 120.5), (67.0, 156.5), (59.0, 182.5), (77.5, 136.5), (263.0, 219.0), (96.5, 182.5), (208.0, 185.5), (31.5, 232.5), (67.0, 154.5), (163.5, 154.5), (81.5, 121.0), (94.0, 122.0), (57.5, 183.0), (130.0, 132.5), (78.0, 135.5)]",22,"[((96.0, 183.0), (96.5, 182.5), 0.7071067811865476), ((263.0, 218.5), (263.0, 219.0), 0.5), ((208.0, 185.0), (208.0, 185.5), 0.5), ((31.5, 232.5), (31.5, 232.5), 0.0), ((165.0, 155.0), (163.5, 154.5), 1.5811388300841898), ((94.0, 124.0), (94.0, 122.0), 2.0), ((81.0, 120.5), (81.5, 121.0), 0.7071067811865476), ((67.0, 156.5), (67.0, 154.5), 2.0), ((59.0, 182.5), (57.5, 183.0), 1.5811388300841898), ((77.5, 136.5), (78.0, 135.5), 1.118033988749895)]"
1735428240,"[(264.5, 219.0), (161.5, 210.0), (182.0, 166.0), (104.5, 218.5), (57.5, 181.5), (33.0, 233.0), (80.0, 125.5), (152.0, 149.0), (225.0, 187.5), (67.5, 157.0), (133.0, 156.5), (263.5, 219.0), (110.0, 223.0), (183.5, 166.0), (115.5, 131.0), (58.0, 181.5), (34.0, 233.0), (152.0, 147.0), (134.5, 175.0), (131.0, 132.5), (74.0, 133.0)]",21,"[((264.5, 219.0), (263.5, 219.0), 1.0), ((182.0, 166.0), (183.5, 166.0), 1.5), ((57.5, 181.5), (58.0, 181.5), 0.5), ((33.0, 233.0), (34.0, 233.0), 1.0), ((152.0, 149.0), (152.0, 147.0), 2.0)]"
1735411320,"[(263.5, 218.5), (208.0, 186.0), (33.5, 224.0), (153.5, 146.5), (67.0, 155.5), (82.0, 120.0), (58.5, 183.0), (78.5, 135.5), (174.5, 159.5), (115.5, 125.0), (263.0, 218.5), (208.0, 186.0), (33.0, 224.0), (154.0, 146.5), (67.0, 154.5), (92.0, 134.5), (78.0, 135.5), (117.0, 125.5), (131.5, 135.0), (60.0, 173.5), (175.0, 158.0)]",21,"[((263.5, 218.5), (263.0, 218.5), 0.5), ((208.0, 186.0), (208.0, 186.0), 0.0), ((33.5, 224.0), (33.0, 224.0), 0.5), ((153.5, 146.5), (154.0, 146.5), 0.5), ((67.0, 155.5), (67.0, 154.5), 1.0), ((78.5, 135.5), (78.0, 135.5), 0.5), ((174.5, 159.5), (175.0, 158.0), 1.5811388300841898), ((115.5, 125.0), (117.0, 125.5), 1.5811388300841898)]"
1735432920,"[(263.5, 219.0), (121.0, 145.5), (182.0, 165.5), (59.5, 186.0), (80.5, 123.5), (124.0, 126.0), (154.0, 148.5), (225.0, 187.5), (33.5, 233.0), (185.0, 217.5), (263.5, 219.0), (181.5, 166.0), (115.5, 139.0), (32.5, 233.0), (44.5, 198.5), (139.5, 137.5), (75.5, 133.0), (80.5, 123.5), (66.5, 164.0), (93.0, 132.0), (153.5, 150.0)]",21,"[((263.5, 219.0), (263.5, 219.0), 0.0), ((182.0, 165.5), (181.5, 166.0), 0.7071067811865476), ((80.5, 123.5), (80.5, 123.5), 0.0), ((154.0, 148.5), (153.5, 150.0), 1.5811388300841898), ((33.5, 233.0), (32.5, 233.0), 1.0)]"
1735688340,"[(126.5, 157.5), (236.5, 201.5), (183.0, 167.5), (89.0, 154.0), (66.5, 158.5), (29.0, 223.0), (146.0, 142.0), (44.0, 191.0), (132.0, 133.0), (80.5, 125.0), (29.0, 224.5), (239.5, 202.5), (182.5, 167.5), (90.0, 153.5), (67.5, 158.0), (111.0, 210.5), (124.5, 232.5), (146.5, 142.0), (107.0, 185.5), (51.5, 181.5), (78.5, 137.5)]",21,"[((183.0, 167.5), (182.5, 167.5), 0.5), ((89.0, 154.0), (90.0, 153.5), 1.118033988749895), ((66.5, 158.5), (67.5, 158.0), 1.118033988749895), ((29.0, 223.0), (29.0, 224.5), 1.5), ((146.0, 142.0), (146.5, 142.0), 0.5)]"
1735686900,"[(238.0, 201.5), (88.5, 191.0), (138.5, 157.5), (127.0, 223.5), (182.5, 167.5), (98.5, 154.0), (63.0, 159.5), (29.0, 224.0), (116.0, 133.0), (129.5, 140.0), (188.0, 217.0), (89.0, 190.5), (290.0, 223.5), (201.0, 179.5), (129.5, 154.5), (29.0, 224.5), (64.0, 160.0), (163.5, 156.0), (91.0, 142.0), (141.5, 138.0), (111.5, 138.5)]",21,"[((88.5, 191.0), (89.0, 190.5), 0.7071067811865476), ((63.0, 159.5), (64.0, 160.0), 1.118033988749895), ((29.0, 224.0), (29.0, 224.5), 0.5)]"
1735414560,"[(110.0, 225.5), (263.0, 218.5), (208.0, 186.0), (151.5, 146.5), (31.0, 232.5), (67.0, 155.5), (174.0, 158.5), (118.0, 126.5), (78.0, 136.0), (83.5, 124.0), (59.5, 183.0), (263.5, 218.5), (208.0, 186.0), (134.5, 163.5), (31.5, 232.5), (173.5, 158.5), (67.0, 155.5), (150.0, 147.0), (83.5, 124.0), (78.5, 136.0), (114.0, 125.5)]",21,"[((263.0, 218.5), (263.5, 218.5), 0.5), ((208.0, 186.0), (208.0, 186.0), 0.0), ((151.5, 146.5), (150.0, 147.0), 1.5811388300841898), ((31.0, 232.5), (31.5, 232.5), 0.5), ((67.0, 155.5), (67.0, 155.5), 0.0), ((174.0, 158.5), (173.5, 158.5), 0.5), ((78.0, 136.0), (78.5, 136.0), 0.5), ((83.5, 124.0), (83.5, 124.0), 0.0)]"
1735754040,"[(260.0, 216.0), (44.0, 207.5), (203.5, 181.0), (59.5, 169.5), (89.5, 144.0), (165.0, 154.5), (97.0, 124.0), (117.5, 121.5), (147.0, 143.0), (133.0, 131.0), (75.5, 141.5), (260.0, 216.0), (204.0, 181.0), (43.5, 207.5), (59.5, 169.0), (89.0, 143.5), (165.0, 154.5), (145.5, 141.0), (119.0, 123.5), (133.0, 130.0), (76.0, 140.0)]",21,"[((260.0, 216.0), (260.0, 216.0), 0.0), ((44.0, 207.5), (43.5, 207.5), 0.5), ((203.5, 181.0), (204.0, 181.0), 0.5), ((59.5, 169.5), (59.5, 169.0), 0.5), ((89.5, 144.0), (89.0, 143.5), 0.7071067811865476), ((165.0, 154.5), (165.0, 154.5), 0.0), ((117.5, 121.5), (119.0, 123.5), 2.5), ((147.0, 143.0), (145.5, 141.0), 2.5), ((133.0, 131.0), (133.0, 130.0), 1.0), ((75.5, 141.5), (76.0, 140.0), 1.5811388300841898)]"
1735744320,"[(259.0, 215.5), (43.5, 207.5), (203.5, 181.0), (95.0, 155.5), (164.5, 154.0), (60.5, 169.5), (146.0, 140.5), (113.5, 123.0), (75.5, 141.5), (84.0, 118.5), (259.5, 216.0), (96.5, 194.0), (204.0, 181.0), (44.0, 207.5), (59.5, 169.5), (164.5, 154.0), (132.5, 131.0), (75.5, 141.0), (146.5, 142.5), (82.0, 127.5), (84.5, 118.0)]",21,"[((259.0, 215.5), (259.5, 216.0), 0.7071067811865476), ((43.5, 207.5), (44.0, 207.5), 0.5), ((203.5, 181.0), (204.0, 181.0), 0.5), ((164.5, 154.0), (164.5, 154.0), 0.0), ((60.5, 169.5), (59.5, 169.5), 1.0), ((146.0, 140.5), (146.5, 142.5), 2.0615528128088303), ((75.5, 141.5), (75.5, 141.0), 0.5), ((84.0, 118.5), (84.5, 118.0), 0.7071067811865476)]"
1735410060,"[(263.0, 219.0), (208.0, 186.0), (33.0, 224.0), (146.0, 142.0), (163.5, 155.0), (67.0, 154.5), (118.0, 127.5), (58.5, 183.0), (77.5, 136.5), (94.0, 127.5), (263.0, 218.5), (208.0, 186.0), (33.0, 224.0), (67.0, 154.5), (164.0, 155.0), (83.5, 124.5), (58.0, 183.5), (115.5, 125.5), (77.0, 136.0), (145.0, 140.0), (190.5, 162.5)]",21,"[((263.0, 219.0), (263.0, 218.5), 0.5), ((208.0, 186.0), (208.0, 186.0), 0.0), ((33.0, 224.0), (33.0, 224.0), 0.0), ((146.0, 142.0), (145.0, 140.0), 2.23606797749979), ((163.5, 155.0), (164.0, 155.0), 0.5), ((67.0, 154.5), (67.0, 154.5), 0.0), ((58.5, 183.0), (58.0, 183.5), 0.7071067811865476), ((77.5, 136.5), (77.0, 136.0), 0.7071067811865476)]"
1735735140,"[(236.0, 201.0), (52.5, 186.0), (92.0, 148.0), (180.0, 165.5), (67.5, 158.5), (146.0, 143.0), (84.0, 118.5), (143.5, 125.5), (114.5, 119.5), (77.5, 134.5), (236.0, 202.0), (52.5, 186.5), (165.0, 154.5), (67.5, 158.0), (146.5, 143.5), (92.0, 148.5), (84.5, 118.5), (114.5, 119.5), (144.0, 126.0), (132.5, 132.0), (74.5, 141.5)]",21,"[((236.0, 201.0), (236.0, 202.0), 1.0), ((52.5, 186.0), (52.5, 186.5), 0.5), ((92.0, 148.0), (92.0, 148.5), 0.5), ((67.5, 158.5), (67.5, 158.0), 0.5), ((146.0, 143.0), (146.5, 143.5), 0.7071067811865476), ((84.0, 118.5), (84.5, 118.5), 0.5), ((143.5, 125.5), (144.0, 126.0), 0.7071067811865476), ((114.5, 119.5), (114.5, 119.5), 0.0)]"
1735698060,"[(29.0, 224.5), (237.0, 200.5), (182.0, 168.5), (134.5, 150.0), (63.5, 158.5), (47.0, 198.0), (112.5, 134.5), (132.0, 132.5), (53.5, 177.5), (310.0, 223.0), (3.0, 198.0), (29.0, 224.5), (236.5, 201.5), (182.0, 168.5), (67.0, 157.5), (115.5, 151.5), (94.0, 147.0), (135.5, 150.0), (52.0, 183.0), (132.0, 132.5), (113.0, 136.5)]",21,"[((29.0, 224.5), (29.0, 224.5), 0.0), ((237.0, 200.5), (236.5, 201.5), 1.118033988749895), ((182.0, 168.5), (182.0, 168.5), 0.0), ((134.5, 150.0), (135.5, 150.0), 1.0), ((112.5, 134.5), (113.0, 136.5), 2.0615528128088303), ((132.0, 132.5), (132.0, 132.5), 0.0)]"
1735750620,"[(259.5, 216.0), (204.5, 181.0), (165.0, 154.0), (27.5, 229.0), (133.5, 131.0), (58.0, 166.5), (75.0, 140.0), (84.5, 118.5), (82.0, 128.0), (259.5, 215.5), (44.0, 208.0), (95.5, 163.0), (203.5, 181.0), (59.0, 169.5), (164.5, 154.0), (147.0, 143.0), (84.0, 118.5), (80.5, 127.0), (132.5, 130.0), (76.0, 139.0), (115.5, 119.5)]",21,"[((259.5, 216.0), (259.5, 215.5), 0.5), ((204.5, 181.0), (203.5, 181.0), 1.0), ((165.0, 154.0), (164.5, 154.0), 0.5), ((133.5, 131.0), (132.5, 130.0), 1.4142135623730951), ((75.0, 140.0), (76.0, 139.0), 1.4142135623730951), ((84.5, 118.5), (84.0, 118.5), 0.5), ((82.0, 128.0), (80.5, 127.0), 1.8027756377319946)]"
1735755300,"[(233.5, 203.0), (44.0, 207.5), (116.0, 221.5), (116.0, 136.0), (89.5, 144.0), (60.0, 169.0), (165.0, 154.5), (146.0, 143.0), (75.5, 140.0), (117.0, 122.0), (133.0, 130.0), (233.5, 203.0), (43.5, 207.5), (89.5, 144.0), (59.5, 169.0), (164.5, 154.5), (146.5, 142.0), (95.0, 122.5), (132.5, 131.5), (75.0, 140.5), (119.0, 123.5)]",21,"[((233.5, 203.0), (233.5, 203.0), 0.0), ((44.0, 207.5), (43.5, 207.5), 0.5), ((89.5, 144.0), (89.5, 144.0), 0.0), ((60.0, 169.0), (59.5, 169.0), 0.5), ((165.0, 154.5), (164.5, 154.5), 0.5), ((146.0, 143.0), (146.5, 142.0), 1.118033988749895), ((75.5, 140.0), (75.0, 140.5), 0.7071067811865476), ((117.0, 122.0), (119.0, 123.5), 2.5), ((133.0, 130.0), (132.5, 131.5), 1.5811388300841898)]"
1735691940,"[(29.5, 224.5), (237.5, 202.0), (182.0, 168.0), (66.5, 157.5), (92.0, 145.0), (97.5, 164.0), (121.0, 144.0), (54.0, 182.5), (78.0, 133.5), (134.0, 130.0), (29.5, 224.5), (182.5, 168.0), (289.5, 223.0), (98.0, 163.5), (66.0, 157.5), (92.0, 144.5), (53.0, 182.5), (133.0, 132.5), (92.0, 122.0), (78.5, 134.0), (148.0, 142.0)]",21,"[((29.5, 224.5), (29.5, 224.5), 0.0), ((182.0, 168.0), (182.5, 168.0), 0.5), ((66.5, 157.5), (66.0, 157.5), 0.5), ((92.0, 145.0), (92.0, 144.5), 0.5), ((97.5, 164.0), (98.0, 163.5), 0.7071067811865476), ((54.0, 182.5), (53.0, 182.5), 1.0), ((78.0, 133.5), (78.5, 134.0), 0.7071067811865476), ((134.0, 130.0), (133.0, 132.5), 2.692582403567252)]"
