3_min_period,centroids,count,distances_below_threshold
1735864740,"[(275.0, 222.5), (181.0, 166.5), (152.0, 146.0), (56.5, 184.5), (94.0, 144.0), (117.5, 122.5), (137.5, 136.5), (30.0, 226.5), (77.5, 133.0), (92.5, 130.5)]",10,[]
1735544340,"[(263.0, 219.0), (181.0, 166.5), (63.5, 166.5), (36.0, 216.0), (150.5, 145.5), (72.5, 143.5), (81.0, 127.5), (134.0, 133.5), (123.5, 126.0), (82.5, 119.5)]",10,[]
1735424280,"[(263.5, 219.0), (148.0, 180.5), (123.0, 137.5), (165.0, 155.5), (55.0, 186.0), (33.0, 233.0), (138.5, 137.5), (110.0, 139.0), (67.0, 152.5), (80.0, 125.0)]",10,[]
1735538040,"[(215.5, 189.0), (63.0, 166.0), (304.0, 229.0), (181.0, 166.0), (53.5, 191.5), (150.0, 145.5), (135.0, 136.0), (22.5, 229.0), (120.5, 126.0), (76.0, 133.5)]",10,[]
1735411860,"[(263.0, 218.5), (208.0, 185.5), (33.5, 224.0), (158.0, 165.5), (119.5, 154.0), (151.5, 147.0), (67.0, 155.0), (59.5, 182.0), (82.0, 119.5), (93.5, 125.5)]",10,[]
1735589880,"[(209.0, 184.0), (262.0, 218.5), (67.0, 157.5), (104.0, 125.5), (171.0, 155.5), (127.5, 141.5), (145.0, 139.5), (91.5, 145.0), (85.0, 117.0), (77.0, 136.0)]",10,[]
1735861860,"[(118.5, 184.5), (275.5, 221.5), (181.0, 167.5), (28.5, 223.5), (135.5, 146.5), (68.0, 163.5), (153.0, 145.5), (138.0, 135.5), (117.0, 122.0), (94.5, 133.0)]",10,[]
1735422840,"[(140.0, 165.5), (263.5, 219.0), (32.0, 232.5), (165.0, 154.0), (53.5, 179.0), (68.5, 156.0), (112.0, 133.5), (142.0, 187.0), (75.0, 136.5), (225.0, 188.0)]",10,[]
1735543800,"[(263.0, 219.5), (181.0, 166.0), (63.0, 165.5), (150.5, 145.0), (26.5, 229.5), (48.0, 193.5), (73.0, 143.0), (120.5, 126.0), (141.0, 136.5), (83.0, 120.0)]",10,[]
1735422660,"[(263.5, 219.0), (137.0, 161.0), (119.0, 140.0), (181.0, 166.0), (90.5, 153.0), (33.0, 233.0), (54.5, 178.5), (140.5, 183.0), (138.5, 137.0), (75.0, 133.5)]",10,[]
1735413120,"[(263.5, 219.0), (116.0, 209.0), (208.0, 185.0), (143.5, 157.5), (31.0, 232.5), (164.5, 155.0), (59.0, 183.5), (67.0, 154.5), (77.5, 136.0), (81.5, 120.5)]",10,[]
1735555140,"[(262.5, 219.0), (181.5, 166.5), (151.0, 146.5), (50.5, 192.0), (62.5, 165.0), (61.5, 127.5), (27.0, 229.0), (72.5, 140.5), (79.5, 127.0), (91.0, 118.0)]",10,[]
1735424460,"[(137.5, 172.0), (264.5, 219.5), (136.0, 230.5), (56.5, 183.0), (181.0, 166.5), (216.5, 185.5), (124.0, 138.0), (33.0, 233.0), (137.5, 138.0), (80.0, 125.0)]",10,[]
1735546680,"[(262.5, 218.5), (181.0, 166.5), (62.0, 167.0), (151.0, 146.0), (27.5, 228.5), (82.5, 119.5), (133.5, 134.5), (76.0, 142.0), (79.5, 127.5), (110.5, 158.0)]",10,[]
1735548120,"[(262.5, 219.5), (181.0, 166.5), (52.5, 195.0), (151.5, 145.5), (66.5, 155.5), (107.5, 158.0), (26.5, 229.0), (133.5, 134.5), (2.5, 159.5), (126.5, 125.0)]",10,[]
1735761420,"[(231.5, 203.0), (45.0, 209.5), (98.5, 172.0), (181.5, 167.0), (59.5, 169.5), (146.5, 142.5), (80.0, 126.0), (133.0, 130.0), (119.0, 123.5), (75.0, 141.0)]",10,[]
1735844040,"[(221.0, 196.0), (32.5, 224.0), (123.0, 146.0), (186.5, 170.0), (94.0, 125.0), (77.5, 140.5), (61.0, 180.5), (140.5, 138.0), (82.5, 123.5), (159.0, 152.5)]",10,[]
1735416360,"[(263.0, 219.0), (182.0, 166.5), (67.0, 155.5), (30.5, 232.5), (152.5, 141.0), (45.5, 196.0), (74.0, 140.5), (93.0, 122.5), (135.5, 137.5), (123.0, 124.5)]",10,[]
1735854480,"[(275.0, 222.0), (32.5, 224.0), (188.0, 169.0), (58.0, 184.5), (109.0, 214.5), (103.5, 167.0), (119.0, 138.5), (82.0, 121.5), (102.5, 147.5), (138.0, 136.0)]",10,[]
1735582860,"[(210.0, 183.0), (45.5, 215.0), (261.5, 219.0), (64.0, 170.0), (263.5, 218.5), (207.5, 183.0), (45.5, 215.0), (142.5, 153.5), (64.5, 166.0), (130.5, 225.5)]",10,"[((210.0, 183.0), (207.5, 183.0), 2.5), ((45.5, 215.0), (45.5, 215.0), 0.0), ((261.5, 219.0), (263.5, 218.5), 2.0615528128088303)]"
1735846200,"[(266.5, 219.5), (32.0, 224.5), (187.5, 169.5), (130.0, 161.5), (138.5, 232.0), (64.0, 166.0), (138.5, 144.5), (117.5, 122.0), (77.0, 140.0), (92.5, 118.5)]",10,[]
1735581960,"[(45.0, 215.5), (56.0, 178.0), (120.5, 141.0), (168.5, 156.0), (74.0, 137.5), (214.0, 190.0), (45.0, 213.5), (64.0, 165.0), (169.0, 157.0), (74.5, 138.5)]",10,"[((45.0, 215.5), (45.0, 213.5), 2.0), ((168.5, 156.0), (169.0, 157.0), 1.118033988749895), ((74.0, 137.5), (74.5, 138.5), 1.118033988749895)]"
1735574040,"[(212.0, 189.0), (181.5, 167.0), (62.5, 170.5), (112.0, 133.5), (74.5, 140.5), (87.0, 130.5), (83.0, 123.0), (104.5, 113.5), (132.0, 129.5), (151.0, 144.5)]",10,[]
1735612380,"[(205.5, 182.5), (56.0, 176.0), (295.0, 228.0), (25.5, 227.0), (67.0, 156.0), (137.0, 137.5), (87.0, 142.5), (110.5, 133.5), (76.0, 135.0), (152.5, 145.0)]",10,[]
1735570080,"[(214.5, 188.0), (113.5, 163.5), (170.0, 157.0), (117.0, 127.5), (64.0, 156.5), (64.0, 186.0), (132.0, 131.0), (75.0, 138.0), (106.5, 122.0), (84.0, 117.0)]",10,[]
1735627140,"[(208.5, 181.5), (304.5, 226.5), (76.0, 138.0), (152.0, 145.0), (56.5, 180.0), (64.0, 161.5), (135.0, 134.5), (47.5, 202.0), (68.0, 152.5), (24.5, 225.0)]",10,[]
1735644780,"[(305.0, 227.0), (208.5, 181.0), (62.5, 166.5), (72.5, 140.5), (171.5, 157.5), (135.5, 136.0), (24.5, 224.0), (152.0, 145.0), (80.0, 124.0), (81.0, 113.5)]",10,[]
1735642800,"[(182.0, 166.0), (45.5, 213.5), (62.0, 166.5), (285.5, 229.0), (136.0, 134.5), (98.5, 137.0), (152.0, 145.0), (237.0, 213.0), (84.0, 118.5), (72.5, 139.0)]",10,[]
1735529040,"[(304.0, 229.0), (149.5, 163.0), (180.0, 166.5), (208.0, 186.0), (67.0, 156.0), (58.0, 178.0), (134.5, 147.0), (109.0, 131.5), (77.0, 134.5), (37.0, 215.0)]",10,[]
1735529220,"[(113.5, 223.0), (304.0, 228.5), (207.5, 186.0), (150.0, 162.0), (23.0, 229.0), (52.5, 192.5), (66.5, 156.0), (127.5, 139.5), (115.0, 132.5), (76.5, 132.0)]",10,[]
1735636140,"[(182.5, 166.5), (239.0, 212.0), (48.0, 200.0), (76.0, 138.0), (57.0, 178.5), (24.5, 226.0), (135.5, 134.5), (66.0, 158.0), (80.5, 124.5), (152.5, 145.0)]",10,[]
1735635780,"[(182.0, 166.5), (239.0, 213.0), (24.5, 227.0), (56.5, 180.5), (76.0, 138.0), (152.5, 145.0), (47.5, 200.5), (63.5, 161.5), (134.5, 134.5), (81.0, 124.0)]",10,[]
1735631820,"[(208.5, 181.0), (24.5, 227.0), (152.0, 144.0), (57.0, 180.5), (304.0, 227.5), (136.0, 134.5), (63.5, 161.0), (171.5, 157.0), (66.5, 152.0), (81.0, 124.5)]",10,[]
1735629480,"[(182.0, 166.5), (304.5, 226.5), (24.5, 225.0), (63.5, 163.0), (56.5, 181.0), (152.0, 145.0), (47.5, 201.5), (75.5, 134.5), (135.0, 133.5), (68.5, 152.0)]",10,[]
1735628400,"[(182.5, 166.0), (238.5, 212.5), (306.5, 226.5), (62.0, 164.5), (152.5, 145.0), (25.0, 226.0), (47.5, 201.0), (134.5, 134.0), (81.0, 124.0), (67.5, 152.5)]",10,[]
1735533720,"[(304.5, 229.0), (62.5, 166.5), (180.0, 166.5), (114.5, 223.5), (53.5, 192.0), (150.5, 145.5), (25.5, 229.0), (76.5, 132.0), (210.0, 186.5), (72.5, 142.5)]",10,[]
1735536960,"[(215.0, 190.0), (304.0, 229.0), (63.5, 166.0), (180.5, 166.5), (53.0, 191.5), (150.0, 145.5), (120.5, 125.0), (75.0, 142.0), (135.5, 135.0), (23.0, 229.0)]",10,[]
1735409880,"[(262.0, 219.0), (208.0, 185.5), (33.0, 224.0), (146.0, 142.0), (164.0, 155.0), (67.0, 155.0), (57.5, 184.5), (119.0, 125.0), (78.0, 136.5), (190.5, 163.5)]",10,[]
1735764120,"[(232.0, 203.0), (45.0, 209.5), (99.5, 137.0), (165.0, 154.5), (116.5, 134.5), (74.0, 142.0), (133.0, 131.0), (95.0, 126.0), (57.5, 166.0), (119.0, 123.5)]",10,[]
1735534800,"[(211.0, 186.5), (304.5, 229.0), (63.5, 165.0), (180.0, 166.5), (151.0, 145.5), (53.5, 192.0), (99.5, 139.0), (23.0, 229.5), (136.0, 135.0), (73.0, 142.5)]",10,[]
1735410780,"[(263.5, 219.0), (208.0, 186.5), (33.0, 224.0), (67.0, 155.5), (146.5, 142.0), (164.0, 155.0), (82.0, 119.0), (77.5, 137.5), (57.5, 183.5), (125.0, 126.5)]",10,[]
1735535160,"[(157.5, 212.0), (211.0, 185.0), (304.5, 229.0), (63.0, 165.5), (52.5, 192.0), (24.5, 228.5), (150.5, 145.5), (120.5, 126.0), (135.5, 135.5), (75.5, 132.0)]",10,[]
1735425000,"[(263.5, 219.0), (165.5, 154.5), (125.5, 142.0), (216.0, 184.5), (44.5, 196.0), (33.5, 233.0), (140.5, 137.5), (80.0, 125.0), (75.5, 132.0), (66.0, 160.0)]",10,[]
1735536600,"[(215.0, 188.0), (304.5, 229.0), (180.5, 166.5), (63.0, 165.5), (53.0, 191.0), (25.5, 228.5), (147.5, 144.5), (119.0, 125.5), (75.5, 133.5), (66.0, 147.5)]",10,[]
1735417620,"[(263.5, 218.0), (183.5, 165.5), (29.0, 232.5), (147.0, 142.0), (89.0, 156.5), (123.0, 125.0), (45.5, 196.5), (66.0, 152.0), (75.0, 133.0), (107.5, 127.0)]",10,[]
1735411140,"[(263.5, 219.0), (208.0, 186.0), (33.0, 224.0), (145.5, 142.0), (82.0, 119.5), (163.5, 155.0), (67.5, 154.5), (58.0, 184.0), (118.0, 125.0), (77.5, 137.5)]",10,[]
1735683660,"[(87.0, 203.0), (290.5, 224.0), (182.0, 168.0), (91.5, 143.0), (40.5, 211.0), (66.5, 158.5), (148.5, 140.5), (53.5, 175.5), (132.0, 134.0), (78.0, 133.0)]",10,[]
1735738200,"[(257.5, 214.5), (204.0, 180.5), (44.0, 207.5), (59.5, 169.0), (167.0, 154.0), (146.0, 143.5), (132.5, 131.0), (115.0, 119.0), (75.5, 141.0), (81.0, 125.0)]",10,[]
1735684020,"[(87.5, 203.0), (237.5, 201.5), (182.5, 168.0), (91.0, 143.5), (39.0, 213.0), (125.5, 152.0), (66.0, 159.0), (147.0, 139.5), (52.5, 181.5), (131.5, 134.0)]",10,[]
1735695000,"[(29.0, 224.5), (211.0, 227.5), (182.0, 169.5), (67.5, 158.5), (119.5, 139.0), (80.5, 125.5), (121.0, 128.0), (302.5, 223.0), (151.0, 145.0), (78.5, 133.0)]",10,[]
1735486740,"[(206.0, 182.5), (252.0, 216.0), (62.0, 167.5), (99.0, 160.5), (164.0, 154.5), (114.5, 132.5), (28.5, 225.5), (116.0, 124.5), (82.5, 119.5), (76.5, 136.5)]",10,[]
1735752420,"[(259.5, 216.0), (44.0, 208.0), (203.5, 181.0), (164.5, 154.5), (59.5, 169.5), (117.0, 121.5), (133.0, 131.0), (147.0, 143.0), (75.5, 139.0), (84.5, 119.0)]",10,[]
1735713900,"[(236.5, 202.0), (29.0, 224.5), (164.0, 154.0), (61.0, 168.0), (131.5, 132.5), (145.5, 141.5), (195.5, 180.5), (109.0, 128.0), (66.5, 152.5), (75.0, 138.5)]",10,[]
1735438680,"[(264.0, 219.5), (83.5, 167.5), (149.5, 172.5), (45.5, 197.0), (223.0, 187.5), (119.5, 144.0), (182.5, 165.5), (28.0, 233.5), (80.5, 123.0), (74.5, 141.5)]",10,[]
1735752060,"[(259.5, 216.0), (44.0, 207.5), (203.0, 181.0), (162.5, 154.0), (59.5, 169.5), (117.0, 121.5), (75.5, 140.5), (83.5, 119.0), (80.5, 126.5), (132.5, 129.0)]",10,[]
1735698960,"[(28.5, 224.5), (110.0, 221.5), (183.0, 167.5), (237.5, 201.0), (102.5, 176.0), (95.0, 146.0), (145.5, 161.5), (66.5, 158.5), (54.5, 180.5), (111.5, 130.5)]",10,[]
1735484400,"[(167.5, 176.5), (252.5, 215.5), (206.0, 182.5), (62.0, 167.5), (32.0, 216.0), (90.0, 144.0), (165.0, 155.0), (90.0, 124.5), (73.0, 142.0), (82.0, 119.5)]",10,[]
1735504020,"[(244.0, 208.0), (40.5, 214.5), (136.5, 149.5), (181.5, 165.0), (117.0, 137.0), (63.5, 168.0), (93.0, 125.0), (157.5, 148.5), (134.5, 133.5), (73.0, 142.5)]",10,[]
1735483860,"[(252.5, 216.0), (168.0, 176.5), (206.5, 182.5), (91.5, 164.5), (62.0, 167.5), (31.5, 216.0), (165.0, 155.0), (92.5, 126.0), (90.5, 144.0), (71.5, 143.0)]",10,[]
1735483680,"[(167.5, 176.5), (206.5, 182.5), (252.5, 215.5), (61.5, 168.0), (91.5, 164.5), (90.0, 144.5), (167.0, 155.0), (27.0, 225.0), (72.0, 142.5), (82.5, 120.0)]",10,[]
1735751520,"[(259.5, 215.5), (204.0, 181.0), (43.5, 208.0), (59.5, 169.0), (164.5, 154.0), (132.5, 131.5), (117.5, 121.5), (75.0, 140.0), (95.5, 127.0), (84.5, 118.5)]",10,[]
1735481160,"[(252.0, 215.5), (95.0, 177.5), (206.0, 182.5), (61.5, 167.5), (27.5, 225.0), (164.5, 154.5), (73.0, 143.0), (140.0, 137.0), (91.0, 124.5), (111.5, 125.5)]",10,[]
1735480980,"[(252.0, 216.0), (206.0, 182.5), (61.5, 168.0), (40.5, 215.0), (113.5, 138.5), (164.5, 155.0), (77.5, 136.0), (82.0, 119.5), (137.5, 137.0), (112.0, 126.5)]",10,[]
1735749900,"[(259.5, 216.0), (204.0, 181.0), (164.5, 154.5), (43.5, 207.5), (146.0, 142.5), (75.5, 141.0), (109.5, 214.0), (59.0, 169.0), (132.5, 130.0), (102.0, 129.5)]",10,[]
1735718220,"[(238.5, 202.0), (36.5, 212.5), (103.0, 152.5), (68.5, 157.0), (164.5, 154.0), (141.0, 140.0), (132.0, 127.5), (54.5, 175.5), (111.5, 117.5), (195.0, 180.0)]",10,[]
1735749360,"[(259.5, 216.0), (204.0, 181.0), (44.0, 208.0), (93.5, 165.0), (59.0, 169.5), (166.5, 154.5), (75.5, 139.0), (79.5, 127.5), (84.0, 118.0), (97.5, 120.5)]",10,[]
1735479000,"[(27.5, 225.0), (62.0, 167.5), (206.0, 183.0), (252.5, 215.5), (343.0, 234.0), (82.5, 119.5), (163.0, 154.0), (73.0, 141.5), (112.5, 125.5), (145.5, 142.0)]",10,[]
1735697700,"[(239.0, 201.5), (182.5, 168.5), (29.5, 224.5), (64.5, 158.0), (113.5, 133.5), (116.5, 230.0), (51.5, 184.0), (132.0, 132.5), (81.0, 125.5), (151.0, 143.5)]",10,[]
1735504920,"[(244.5, 208.0), (40.0, 214.0), (62.5, 170.5), (181.5, 166.0), (73.5, 143.0), (144.0, 233.0), (98.5, 120.5), (152.5, 146.0), (135.5, 134.0), (101.5, 127.5)]",10,[]
1735492680,"[(206.0, 182.5), (252.5, 215.0), (28.0, 225.0), (62.5, 167.0), (152.0, 147.5), (75.0, 141.5), (173.5, 158.0), (114.0, 125.0), (82.5, 120.0), (135.5, 134.0)]",10,[]
1735451280,"[(208.5, 182.0), (264.0, 218.5), (50.0, 191.0), (75.5, 136.5), (67.0, 155.5), (165.0, 154.0), (138.0, 136.5), (111.5, 132.0), (125.5, 126.0), (94.5, 132.5)]",10,[]
1735476840,"[(252.5, 214.5), (28.0, 225.0), (206.0, 182.5), (62.0, 167.0), (130.0, 158.0), (82.5, 119.5), (77.0, 136.0), (120.0, 126.0), (146.0, 142.0), (174.5, 159.5)]",10,[]
1735505100,"[(244.5, 207.5), (40.5, 214.0), (115.0, 151.0), (61.5, 170.5), (182.5, 166.0), (141.0, 144.5), (100.5, 234.5), (116.5, 131.5), (72.5, 143.5), (81.5, 122.5)]",10,[]
1735476300,"[(253.0, 215.0), (207.0, 182.5), (61.5, 167.0), (92.0, 143.0), (28.0, 225.0), (76.5, 136.0), (82.5, 119.5), (174.0, 159.0), (137.5, 138.5), (116.5, 127.0)]",10,[]
1735475940,"[(252.5, 215.0), (206.5, 182.0), (61.5, 167.5), (27.5, 225.0), (152.5, 146.5), (72.0, 141.5), (82.5, 119.5), (118.5, 126.0), (1.0, 211.0), (174.0, 159.0)]",10,[]
1735437600,"[(264.0, 218.5), (62.5, 167.5), (91.0, 160.5), (180.5, 165.5), (45.5, 197.0), (36.0, 233.5), (144.5, 126.5), (80.0, 125.5), (204.5, 187.5), (106.0, 118.5)]",10,[]
1735747020,"[(259.5, 216.0), (44.0, 208.0), (204.0, 181.0), (60.0, 169.5), (165.0, 154.0), (146.5, 142.5), (132.5, 131.0), (76.0, 141.5), (81.5, 128.0), (116.5, 120.0)]",10,[]
1735700040,"[(236.5, 201.5), (27.5, 224.5), (183.0, 168.0), (121.0, 142.5), (60.5, 169.5), (48.5, 195.0), (73.5, 146.5), (16.0, 193.0), (153.5, 143.0), (132.0, 130.5)]",10,[]
1735439400,"[(265.0, 219.5), (91.5, 152.0), (181.5, 166.0), (120.5, 140.5), (33.5, 233.0), (145.5, 143.0), (58.5, 187.5), (74.5, 144.5), (209.0, 188.5), (82.0, 125.0)]",10,[]
1735752780,"[(259.5, 216.0), (203.5, 181.0), (44.0, 208.0), (165.0, 154.5), (60.5, 169.0), (117.0, 122.0), (133.5, 131.0), (75.5, 141.0), (81.0, 125.5), (93.5, 118.0)]",10,[]
1735705440,"[(288.0, 223.0), (182.5, 168.0), (87.0, 168.5), (28.5, 224.5), (117.5, 158.5), (91.5, 221.5), (61.0, 167.5), (151.0, 146.0), (93.0, 132.0), (132.5, 132.5)]",10,[]
1735493040,"[(206.0, 182.0), (28.0, 225.0), (252.5, 215.0), (67.0, 156.5), (152.0, 147.5), (50.0, 188.5), (115.0, 125.0), (174.0, 158.0), (135.0, 134.0), (76.5, 136.5)]",10,[]
1735492500,"[(206.0, 182.5), (252.5, 215.5), (41.0, 214.5), (63.0, 167.0), (152.0, 147.5), (75.0, 141.5), (104.0, 128.5), (135.5, 134.0), (82.5, 120.5), (173.5, 158.5)]",10,[]
1735493580,"[(206.0, 182.5), (105.5, 227.0), (63.0, 165.0), (252.5, 215.5), (27.0, 225.0), (151.5, 147.0), (113.5, 125.5), (76.0, 136.5), (134.5, 132.0), (174.0, 158.0)]",10,[]
1735493760,"[(206.0, 182.0), (252.5, 215.0), (40.5, 215.5), (63.0, 166.0), (151.5, 147.5), (75.5, 137.0), (114.5, 135.0), (94.5, 126.5), (82.5, 120.0), (136.0, 134.5)]",10,[]
1735494300,"[(205.5, 182.0), (252.5, 214.5), (81.0, 157.0), (51.5, 188.0), (151.5, 147.5), (27.5, 225.0), (76.5, 137.5), (135.5, 134.0), (82.5, 120.0), (113.0, 125.5)]",10,[]
1735707780,"[(28.0, 224.5), (159.0, 187.5), (288.0, 223.0), (199.5, 179.5), (61.0, 167.5), (88.0, 149.0), (189.5, 226.0), (127.5, 145.5), (132.0, 132.0), (164.0, 151.5)]",10,[]
1735707060,"[(238.0, 200.0), (87.5, 167.5), (181.5, 165.5), (120.5, 176.5), (29.0, 224.5), (124.5, 144.5), (54.5, 183.5), (124.0, 219.0), (118.0, 157.5), (132.5, 128.5)]",10,[]
1735491960,"[(206.5, 182.5), (252.5, 215.0), (62.5, 167.0), (40.5, 215.5), (120.0, 144.0), (76.5, 138.0), (135.5, 134.0), (165.0, 155.0), (113.5, 125.5), (82.5, 120.0)]",10,[]
1735495920,"[(39.5, 215.0), (207.0, 181.5), (63.0, 165.0), (304.0, 228.5), (98.5, 140.5), (124.5, 140.0), (151.0, 146.5), (116.5, 124.5), (103.0, 127.5), (80.0, 134.0)]",10,[]
1735706520,"[(238.0, 201.5), (28.5, 224.5), (86.5, 168.5), (139.5, 169.5), (181.0, 164.5), (54.5, 179.5), (105.0, 145.5), (105.0, 116.5), (131.5, 132.5), (81.0, 127.0)]",10,[]
1735705800,"[(240.0, 202.0), (135.5, 164.0), (88.0, 167.0), (28.0, 223.5), (98.5, 137.5), (62.5, 167.5), (179.0, 166.0), (48.0, 198.0), (76.0, 136.0), (78.0, 122.0)]",10,[]
1735497000,"[(206.0, 182.0), (253.0, 215.5), (62.5, 164.5), (30.5, 225.5), (100.5, 144.0), (112.5, 168.5), (115.5, 216.5), (165.5, 155.0), (121.0, 129.0), (135.5, 134.0)]",10,[]
1735491240,"[(206.0, 183.0), (62.5, 168.0), (304.0, 228.5), (112.5, 125.5), (27.0, 225.0), (75.5, 137.5), (151.0, 147.0), (182.5, 228.5), (136.0, 134.0), (82.5, 120.0)]",10,[]
1735502760,"[(105.0, 190.5), (206.0, 182.5), (41.0, 215.0), (252.5, 215.5), (121.0, 138.0), (165.0, 154.5), (98.0, 116.0), (135.5, 134.5), (63.0, 167.0), (90.0, 114.5)]",10,[]
1735491060,"[(205.5, 182.5), (252.0, 215.0), (62.5, 167.5), (130.0, 223.5), (115.0, 133.0), (165.0, 155.5), (26.0, 225.0), (75.0, 141.5), (82.0, 120.0), (135.0, 133.5)]",10,[]
1735709580,"[(29.0, 224.5), (200.5, 219.0), (96.5, 182.0), (289.0, 223.0), (89.5, 144.0), (82.5, 124.5), (61.0, 168.0), (180.0, 173.0), (145.0, 186.0), (109.0, 218.0)]",10,[]
1735497900,"[(206.0, 182.5), (252.5, 215.5), (132.5, 163.0), (91.5, 162.0), (62.5, 164.5), (33.5, 216.0), (164.5, 155.0), (73.5, 143.0), (114.0, 125.5), (140.0, 139.0)]",10,[]
1735498620,"[(166.0, 203.0), (62.5, 165.0), (252.5, 215.5), (100.0, 146.5), (181.5, 164.5), (33.5, 216.0), (115.5, 137.0), (83.0, 119.5), (73.5, 143.5), (151.0, 147.5)]",10,[]
1735498800,"[(39.5, 216.0), (205.5, 183.0), (252.5, 215.5), (62.5, 165.0), (133.0, 151.5), (165.0, 155.0), (122.0, 125.0), (92.0, 129.5), (74.0, 143.0), (136.0, 134.0)]",10,[]
1735704360,"[(194.5, 219.0), (182.5, 169.0), (273.0, 225.0), (28.5, 225.0), (87.0, 167.0), (123.0, 148.5), (53.0, 179.0), (76.5, 143.0), (155.5, 145.0), (121.0, 124.5)]",10,[]
1735703280,"[(288.5, 223.5), (182.0, 168.0), (28.5, 224.5), (87.0, 166.0), (114.0, 223.5), (155.5, 145.0), (119.0, 171.5), (59.0, 170.5), (119.0, 138.0), (46.5, 200.0)]",10,[]
1735489260,"[(206.0, 182.5), (134.0, 220.5), (27.5, 225.0), (252.5, 215.5), (61.5, 169.5), (93.0, 124.0), (164.5, 154.5), (76.5, 136.5), (82.5, 119.5), (111.5, 126.0)]",10,[]
1735501140,"[(163.0, 196.0), (40.5, 214.5), (206.5, 182.5), (252.5, 215.0), (151.0, 164.5), (76.5, 169.5), (107.0, 146.5), (154.5, 145.5), (72.0, 143.5), (96.5, 125.0)]",10,[]
1735711740,"[(147.5, 185.5), (29.0, 224.5), (202.0, 180.5), (61.0, 168.5), (163.0, 153.5), (290.0, 223.0), (125.5, 153.5), (112.5, 138.0), (51.0, 200.0), (145.5, 141.5)]",10,[]
1735502040,"[(206.5, 182.0), (252.5, 215.0), (40.5, 214.5), (90.0, 175.5), (107.5, 226.0), (112.5, 133.5), (62.0, 163.0), (135.5, 134.0), (167.5, 155.0), (73.0, 143.0)]",10,[]
1735502400,"[(90.0, 175.0), (40.5, 214.5), (206.0, 182.0), (252.5, 215.0), (113.0, 134.5), (63.5, 166.5), (167.0, 155.0), (74.0, 143.5), (135.5, 134.5), (150.5, 146.0)]",10,[]
1735746840,"[(259.5, 215.5), (203.5, 181.0), (44.0, 207.5), (59.5, 169.5), (165.0, 154.0), (145.5, 142.5), (132.5, 131.5), (75.5, 140.5), (81.5, 127.0), (114.5, 120.5)]",10,[]
1735748820,"[(259.5, 216.0), (43.5, 207.5), (204.0, 180.5), (93.5, 168.0), (59.5, 170.0), (165.0, 154.0), (132.5, 131.5), (84.5, 118.5), (146.0, 142.5), (75.0, 139.0)]",10,[]
1735746300,"[(259.5, 216.0), (43.5, 207.5), (204.0, 181.0), (165.0, 154.0), (61.0, 169.0), (75.5, 140.5), (132.5, 131.5), (146.0, 142.0), (84.0, 118.0), (117.0, 120.5)]",10,[]
1735734960,"[(236.0, 201.5), (52.5, 186.0), (179.5, 167.0), (92.0, 147.5), (67.5, 158.5), (145.0, 143.0), (115.0, 119.5), (84.0, 118.5), (132.5, 131.0), (144.5, 125.5)]",10,[]
1735744140,"[(259.5, 216.0), (44.0, 207.5), (204.0, 180.5), (59.5, 169.0), (166.0, 154.5), (132.5, 131.5), (84.5, 118.0), (75.0, 140.5), (115.5, 119.5), (81.5, 127.0)]",10,[]
1735743420,"[(259.0, 215.5), (43.5, 207.5), (204.0, 181.0), (59.0, 169.5), (165.0, 154.0), (132.5, 131.5), (76.0, 140.5), (84.5, 118.5), (145.5, 143.0), (80.5, 126.5)]",10,[]
1735743240,"[(259.5, 216.0), (43.5, 207.5), (203.5, 181.0), (59.5, 169.0), (167.0, 154.0), (132.5, 131.5), (146.5, 142.5), (84.5, 118.5), (76.0, 141.0), (80.0, 126.5)]",10,[]
1735742700,"[(259.5, 216.0), (44.0, 208.0), (204.0, 181.0), (59.5, 169.0), (165.0, 154.0), (146.0, 142.5), (76.0, 141.0), (84.5, 118.5), (132.5, 131.0), (80.5, 126.5)]",10,[]
1735742340,"[(259.5, 216.0), (203.5, 181.0), (43.5, 208.5), (59.5, 169.5), (146.5, 142.5), (165.5, 154.0), (133.0, 131.5), (84.5, 118.0), (80.5, 127.0), (76.5, 141.0)]",10,[]
1735746120,"[(259.5, 215.5), (204.0, 181.0), (44.0, 207.5), (165.0, 154.0), (60.0, 169.5), (146.5, 143.5), (76.0, 141.0), (132.5, 130.0), (116.5, 120.5), (67.0, 153.0)]",10,[]
1735689240,"[(194.0, 223.5), (29.0, 224.5), (201.5, 180.5), (65.0, 158.5), (113.5, 147.5), (88.0, 147.5), (272.5, 225.0), (146.5, 142.0), (166.0, 154.0), (52.5, 182.5)]",10,[]
1735760340,"[(232.0, 203.0), (165.0, 154.5), (28.0, 229.0), (141.0, 137.5), (91.0, 213.0), (55.5, 161.5), (75.5, 139.5), (44.5, 196.5), (121.0, 128.0), (94.0, 119.5)]",10,[]
1735734240,"[(236.0, 201.0), (52.5, 186.5), (181.5, 167.0), (146.0, 143.0), (66.5, 159.0), (93.5, 131.5), (115.0, 119.0), (84.0, 118.0), (133.5, 131.0), (76.5, 141.0)]",10,[]
1735687800,"[(238.0, 202.0), (182.0, 167.5), (28.0, 224.0), (89.5, 153.5), (66.0, 158.0), (52.5, 181.0), (132.0, 133.0), (79.0, 139.0), (146.5, 142.0), (304.0, 223.5)]",10,[]
