1735349906.4081511,123
1735350033.771001,106
1735350167.253237,103
1735350303.951524,82
1735350435.338305,84
1735356027.9536169,114
1735356150.726277,112
1735356272.412697,81
1735356398.436479,99
1735357646.882505,129
